RESPNUM,INTDATE,DAY,GATE,BAREA,AIRLINE,AIRLINE_CODE,DESTINATION,DEST_CODE,NETPRO,WEIGHT,HOWLONG,STRATA,STRATA_LBL,PEAK,PEAK_LBL,METHOD,METHOD_LBL,SAQ,SAQ_LBL,Q2PURP1,Q2PURP1_LBL,Q19AGE,Q19AGE_LBL,Q20GENDER,Q20GENDER_LBL,Q21INCOME,Q22FLY,Q22FLY_LBL,Q16LIVE,Q16LIVE_LBL,LANG,LANG_LBL,RESPNUM_PK,inferred_date,date_sk
2123,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,5,Conference/convention,4,35-44,1,Male,2,2,No,0,,1,English,2123,2017-05-05,125
2124,17,Wed,58,D,AMERICAN,8,LOS ANGELES,34,10.0,1.0380333333,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),2,Mail-in,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,1,3,Don't know,3,In another region,1,English,2124,2017-05-17,137
2125,22,Mon,75,F,UNITED,28,LAS VEGAS,30,8.0,1.6329600946,77.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,2,Female,2,2,No,1,9-County Bay Area,1,English,2125,2017-05-22,142
2126,19,Fri,78,F,UNITED,28,TUCSON,90,6.0,1.6329600946,290.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,2,2,No,3,In another region,1,English,2126,2017-05-19,139
2127,5,Fri,46,C,DELTA,15,SALT LAKE CITY,54,10.0,1.3045777778,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,2127,2017-05-05,125
2128,22,Mon,75,F,UNITED,28,LAS VEGAS,30,8.0,1.6329600946,92.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,1,2,No,1,9-County Bay Area,1,English,2128,2017-05-22,142
2129,19,Fri,78,F,UNITED,28,TUCSON,90,9.0,1.6329600946,185.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,2,Female,1,3,Don't know,2,Northern California outside the Bay Area,1,English,2129,2017-05-19,139
2130,5,Fri,46,C,DELTA,15,SALT LAKE CITY,54,9.0,1.3045777778,52.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,7,65 and over,1,Male,4,2,No,1,9-County Bay Area,1,English,2130,2017-05-05,125
2131,19,Fri,78,F,UNITED,28,TUCSON,90,10.0,1.6329600946,380.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,3,1,Yes,3,In another region,1,English,2131,2017-05-19,139
2132,22,Mon,75,F,UNITED,28,LAS VEGAS,30,6.0,1.6329600946,152.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,2,18-24,1,Male,3,2,No,3,In another region,1,English,2132,2017-05-22,142
2133,5,Fri,46,C,DELTA,15,SALT LAKE CITY,54,10.0,1.3045777778,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,2,No,3,In another region,1,English,2133,2017-05-05,125
2134,22,Mon,75,F,UNITED,28,LAS VEGAS,30,8.0,1.6329600946,94.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,0,1,Yes,1,9-County Bay Area,1,English,2134,2017-05-22,142
2135,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,10.0,1.0380333333,50.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,2135,2017-05-19,139
2136,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,9.0,1.0380333333,50.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,1,Male,4,1,Yes,1,9-County Bay Area,1,English,2136,2017-05-19,139
2137,5,Fri,46,C,DELTA,15,SALT LAKE CITY,54,10.0,1.3045777778,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,0,1,Yes,1,9-County Bay Area,1,English,2137,2017-05-05,125
2138,22,Mon,75,F,UNITED,28,LAS VEGAS,30,9.0,1.6329600946,212.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,2,Female,2,3,Don't know,3,In another region,1,English,2138,2017-05-22,142
2139,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,8.0,1.0380333333,125.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,4,,1,9-County Bay Area,1,English,2139,2017-05-19,139
2140,5,Fri,46,C,DELTA,15,SALT LAKE CITY,54,8.0,1.3045777778,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,2140,2017-05-05,125
2141,22,Mon,75,F,UNITED,28,LAS VEGAS,30,10.0,1.6329600946,505.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,1,4,,3,In another region,1,English,2141,2017-05-22,142
2142,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,7.0,1.0380333333,140.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,1,Male,1,3,Don't know,3,In another region,1,English,2142,2017-05-19,139
2143,5,Fri,46,C,DELTA,15,SALT LAKE CITY,54,10.0,1.3045777778,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,4,Blank/Multiple responses,2,2,No,1,9-County Bay Area,1,English,2143,2017-05-05,125
2144,23,Tue,92,G,AIR CANADA,3,MONTREAL,40,8.0,0.2847177143,80.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,4,School/school event,2,18-24,2,Female,1,2,No,1,9-County Bay Area,1,English,2144,2017-05-23,143
2145,22,Mon,75,F,UNITED,28,LAS VEGAS,30,9.0,1.6329600946,152.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,1,4,,3,In another region,1,English,2145,2017-05-22,142
2146,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,9.0,1.0380333333,140.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,3,In another region,1,English,2146,2017-05-19,139
2147,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,9.0,1.0380333333,82.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,2,18-24,1,Male,2,3,Don't know,1,9-County Bay Area,1,English,2147,2017-05-19,139
2148,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,5.0,1.0380333333,110.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,0,2,No,1,9-County Bay Area,1,English,2148,2017-05-19,139
2149,22,Mon,75,F,UNITED,28,LAS VEGAS,30,10.0,1.6329600946,107.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,2,1,Yes,3,In another region,1,English,2149,2017-05-22,142
2150,7,Sun,74,F,UNITED,28,SAN DIEGO,55,9.0,1.6329600946,160.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,3,2,No,3,In another region,1,English,2150,2017-05-07,127
2151,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,9.0,1.0380333333,172.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,0,,4,35-44,1,Male,1,2,No,3,In another region,1,English,2151,2017-05-19,139
2152,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,11.0,1.0380333333,125.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,0,,1,English,2152,2017-05-19,139
2153,22,Mon,75,F,UNITED,28,LAS VEGAS,30,10.0,1.6329600946,92.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,2,2,No,3,In another region,1,English,2153,2017-05-22,142
2154,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,7.0,1.0380333333,232.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,1,Yes,3,In another region,1,English,2154,2017-05-19,139
2155,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,8.0,1.0380333333,50.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,1,Yes,1,9-County Bay Area,1,English,2155,2017-05-19,139
2156,23,Tue,92,G,AIR CANADA,3,MONTREAL,40,4.0,0.2847177143,90.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,6,55-64,1,Male,1,2,No,3,In another region,1,English,2156,2017-05-23,143
2157,7,Sun,74,F,UNITED,28,SAN DIEGO,55,8.0,1.6329600946,,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,2157,2017-05-07,127
2158,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,11.0,1.0380333333,80.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,0,,1,English,2158,2017-05-19,139
2159,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,6.0,1.0380333333,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,4,2,No,1,9-County Bay Area,1,English,2159,2017-05-19,139
2160,22,Mon,75,F,UNITED,28,LAS VEGAS,30,10.0,1.6329600946,212.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,1,2,No,3,In another region,1,English,2160,2017-05-22,142
2161,7,Sun,74,F,UNITED,28,SAN DIEGO,55,6.0,1.6329600946,270.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,2,No,3,In another region,1,English,2161,2017-05-07,127
2162,23,Tue,92,G,AIR CANADA,3,MONTREAL,40,9.0,0.2847177143,90.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,7,65 and over,1,Male,2,2,No,3,In another region,1,English,2162,2017-05-23,143
2163,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,8.0,1.0380333333,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,2163,2017-05-19,139
2164,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,9.0,1.0380333333,62.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,0,2,No,1,9-County Bay Area,1,English,2164,2017-05-19,139
2165,7,Sun,74,F,UNITED,28,SAN DIEGO,55,10.0,1.6329600946,110.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,3,4,,3,In another region,1,English,2165,2017-05-07,127
2166,23,Tue,92,G,AIR CANADA,3,MONTREAL,40,5.0,0.2847177143,120.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,0,4,,1,9-County Bay Area,1,English,2166,2017-05-23,143
2167,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,6.0,1.0380333333,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,2,18-24,2,Female,2,2,No,3,In another region,1,English,2167,2017-05-19,139
2168,22,Mon,9,A,PHILIPPINE AIR,23,MANILA,35,10.0,0.723115625,225.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,4,35-44,1,Male,2,2,No,3,In another region,1,English,2168,2017-05-22,142
2169,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,8.0,1.0380333333,82.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,5,45-54,2,Female,0,1,Yes,3,In another region,1,English,2169,2017-05-19,139
2170,22,Mon,9,A,PHILIPPINE AIR,23,MANILA,35,10.0,0.723115625,150.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,6,55-64,1,Male,2,1,Yes,1,9-County Bay Area,1,English,2170,2017-05-22,142
2171,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,8.0,1.0380333333,292.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,2,2,No,3,In another region,1,English,2171,2017-05-19,139
2172,7,Sun,74,F,UNITED,28,SAN DIEGO,55,5.0,1.6329600946,50.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,3,2,No,3,In another region,1,English,2172,2017-05-07,127
2173,7,Sun,99,G,AIR CHINA,4,BEIJING,5,9.0,0.723115625,200.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,6,55-64,2,Female,0,2,No,1,9-County Bay Area,3,Chinese,2173,2017-05-07,127
2174,22,Mon,9,A,PHILIPPINE AIR,23,MANILA,35,10.0,0.723115625,210.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,6,55-64,1,Male,1,2,No,1,9-County Bay Area,1,English,2174,2017-05-22,142
2175,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,10.0,1.0380333333,97.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,3,2,No,0,,1,English,2175,2017-05-19,139
2176,7,Sun,74,F,UNITED,28,SAN DIEGO,55,5.0,1.6329600946,90.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,5,45-54,4,Blank/Multiple responses,2,2,No,1,9-County Bay Area,1,English,2176,2017-05-07,127
2177,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,10.0,1.0380333333,112.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,2,Female,1,2,No,1,9-County Bay Area,1,English,2177,2017-05-19,139
2178,7,Sun,99,G,AIR CHINA,4,BEIJING,5,9.0,0.723115625,270.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,3,3,Don't know,3,In another region,3,Chinese,2178,2017-05-07,127
2179,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,11.0,1.0380333333,112.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,0,,1,English,2179,2017-05-19,139
2180,23,Tue,92,G,AIR CANADA,3,MONTREAL,40,10.0,0.2847177143,80.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,3,Don't know,1,9-County Bay Area,1,English,2180,2017-05-23,143
2181,7,Sun,74,F,UNITED,28,SAN DIEGO,55,8.0,1.6329600946,95.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,4,Blank/Multiple responses,3,1,Yes,3,In another region,1,English,2181,2017-05-07,127
2182,22,Mon,9,A,PHILIPPINE AIR,23,MANILA,35,9.0,0.723115625,430.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,1,Male,1,2,No,2,Northern California outside the Bay Area,1,English,2182,2017-05-22,142
2183,7,Sun,99,G,AIR CHINA,4,BEIJING,5,8.0,0.723115625,,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,2,1,Yes,1,9-County Bay Area,3,Chinese,2183,2017-05-07,127
2184,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,8.0,1.0380333333,127.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,1,2,No,3,In another region,1,English,2184,2017-05-19,139
2185,7,Sun,74,F,UNITED,28,SAN DIEGO,55,8.0,1.6329600946,110.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,4,Blank/Multiple responses,3,1,Yes,1,9-County Bay Area,1,English,2185,2017-05-07,127
2186,22,Mon,9,A,PHILIPPINE AIR,23,MANILA,35,8.0,0.723115625,210.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,2,2,No,1,9-County Bay Area,1,English,2186,2017-05-22,142
2187,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,6.0,1.0380333333,592.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,1,2,No,3,In another region,1,English,2187,2017-05-19,139
2188,7,Sun,99,G,AIR CHINA,4,BEIJING,5,8.0,0.723115625,120.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,2,Female,4,2,No,1,9-County Bay Area,1,English,2188,2017-05-07,127
2189,23,Tue,92,G,AIR CANADA,3,MONTREAL,40,5.0,0.2847177143,90.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,4,2,No,1,9-County Bay Area,1,English,2189,2017-05-23,143
2190,22,Mon,9,A,PHILIPPINE AIR,23,MANILA,35,9.0,0.723115625,150.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,1,2,No,1,9-County Bay Area,1,English,2190,2017-05-22,142
2191,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,9.0,1.0380333333,112.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,2,Female,0,2,No,3,In another region,1,English,2191,2017-05-19,139
2192,7,Sun,74,F,UNITED,28,SAN DIEGO,55,7.0,1.6329600946,110.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,4,School/school event,3,25-34,1,Male,1,2,No,0,,1,English,2192,2017-05-07,127
2193,19,Fri,54,D,AMERICAN,8,DALLAS-FT. WORTH,15,9.0,1.0380333333,112.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,2,Female,2,2,No,3,In another region,1,English,2193,2017-05-19,139
2194,22,Mon,9,A,PHILIPPINE AIR,23,MANILA,35,0.0,0.723115625,270.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,1,Male,1,2,No,3,In another region,1,English,2194,2017-05-22,142
2195,7,Sun,74,F,UNITED,28,SAN DIEGO,55,8.0,1.6329600946,100.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,6,55-64,4,Blank/Multiple responses,4,1,Yes,0,,1,English,2195,2017-05-07,127
2196,23,Tue,92,G,AIR CANADA,3,MONTREAL,40,9.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,2,3,Don't know,1,9-County Bay Area,1,English,2196,2017-05-23,143
